,0
HP:0000118 | Phenotypic abnormality,1
HP:0000651 | Diplopia,1
HP:0030832 | Vitreous strands,1
HP:0032108 | Mildly reduced contrast sensitivity,1
HP:0032110 | Severely reduced contrast sensitivity,1
HP:0032109 | Moderately reduced contrast sensitivity,1
HP:0032112 | Abnormal Pelli Robson contrast sensitivity chart test,1
HP:0032111 | Abnormal Vistech contrast sensitivity test,1
HP:0001125 | Transient unilateral blurring of vision,1
HP:0000572 | Visual loss,1
HP:0001123 | Visual field defect,1
HP:0100704 | Cerebral visual impairment,1
HP:0007663 | Reduced visual acuity,1
"HP:0006919 | Abnormal aggressive, impulsive or violent behavior",1
HP:0033838 | Dysphoria,1
HP:0033625 | Emotional insecurity,1
HP:0041092 | Emotional hypersensitivity,1
HP:0031588 | Unhappy demeanor,1
HP:0000744 | Low frustration tolerance,1
HP:0000745 | Diminished motivation,1
HP:0030213 | Emotional blunting,1
HP:0033705 | Tearfulness,1
HP:0031844 | Euphoria,1
HP:0100024 | Conspicuously happy disposition,1
HP:0040082 | Happy demeanor,1
HP:0000712 | Emotional lability,2
HP:0031589 | Suicidal ideation,1
HP:0000737 | Irritability,1
HP:0033055 | Impaired ability to plan,1
HP:0033056 | Impaired ability to organize,1
HP:0033360 | Impaired ability to shift attention,1
HP:0033071 | Impaired task monitoring,1
HP:0033070 | Impaired self monitoring,1
HP:0000753 | Autism with high cognitive abilities,1
HP:0000717 | Autism,1
HP:0000723 | Restrictive behavior,1
HP:0031433 | Alexithymia,1
HP:0000735 | Impaired social interactions,2
HP:0007302 | Bipolar affective disorder,2
HP:0011999 | Paranoia,1
HP:0006803 | Vivid hallucinations,1
HP:0006896 | Hypnopompic hallucinations,1
HP:0008765 | Auditory hallucinations,1
HP:0002367 | Visual hallucinations,1
HP:0033694 | Tactile hallucination,1
HP:0002519 | Hypnagogic hallucinations,1
HP:0025161 | Frequent temper tantrums,1
HP:0025162 | Severe temper tantrums,1
HP:0031431 | Persistent repetition of words,1
HP:0031432 | Persistent repetition of actions,1
HP:4000079 | Sensory seeking,1
HP:4000070 | Circumscribed interests,1
HP:0007018 | Attention deficit hyperactivity disorder,2
HP:0010780 | Hyperacusis,1
HP:0002183 | Phonophobia,1
HP:0025113 | Misophonia,1
HP:0100962 | Shyness,1
HP:0100025 | Overfriendliness,1
HP:0012760 | Impaired social reciprocity,1
HP:0034434 | Abnormal social communication behavior,1
HP:0012434 | Delayed social development,2
HP:0033511 | Drug addiction,1
HP:0030955 | Alcoholism,1
HP:0033053 | Pseudoseizure,1
HP:0030082 | Abnormal drinking behavior,1
HP:0100738 | Abnormal eating behavior,1
HP:0001262 | Excessive daytime somnolence,2
HP:0100786 | Hypersomnia,1
HP:0002494 | Abnormal rapid eye movement sleep,1
HP:0100785 | Insomnia,1
HP:0012452 | Restless legs,1
HP:0030050 | Narcolepsy,1
HP:0025233 | Sleep paralysis,1
HP:0033063 | Shortened sleep cycle,1
HP:0025234 | Parasomnia,1
HP:0006979 | Sleep-wake cycle disturbance,1
HP:0001345 | Psychotic mentation,1
HP:0000725 | Psychotic episodes,1
HP:0000716 | Depression,1
HP:0031468 | Separation insecurity,1
HP:0000734 | Disinhibition,1
HP:0031473 | Hostility,1
HP:0012154 | Anhedonia,1
HP:0000719 | Inappropriate behavior,1
HP:0031467 | Negative affectivity,1
HP:0100852 | Abnormal fear/anxiety-related behavior,1
HP:0012075 | Personality disorder,1
HP:0031469 | Low self esteem,1
HP:0000713 | Agitation,1
HP:0031943 | Akathisia,1
HP:0032942 | Avoidance of stimuli associated with traumatic event,1
HP:0032936 | Intrusion symptom,1
HP:0008770 | Obsessive-compulsive trait,1
HP:0030212 | Collectionism,1
HP:0010525 | Finger agnosia,1
HP:0030222 | Visual agnosia,1
HP:0010528 | Prosopagnosia,1
"HP:0006887 | Intellectual disability, progressive",1
"HP:0006889 | Intellectual disability, borderline",1
"HP:0010864 | Intellectual disability, severe",1
"HP:0001256 | Intellectual disability, mild",1
"HP:0002342 | Intellectual disability, moderate",1
"HP:0002187 | Intellectual disability, profound",1
HP:0002354 | Memory impairment,1
HP:0033844 | Tachyphrenia,1
HP:0031843 | Bradyphrenia,1
HP:0001268 | Mental deterioration,1
HP:0033630 | Brain fog,1
HP:0001259 | Coma,1
HP:0001254 | Lethargy,1
HP:0031358 | Vegetative state,1
HP:0007200 | Episodic hypersomnia,2
HP:0001289 | Confusion,1
HP:0032044 | Decreased vigilance,1
HP:0002329 | Drowsiness,1
HP:0007159 | Fluctuations in consciousness,1
HP:0007185 | Loss of consciousness,1
HP:0010526 | Dysgraphia,1
HP:0001260 | Dysarthria,1
HP:0002425 | Anarthria,1
HP:0025268 | Stuttering,1
HP:0010523 | Alexia,1
HP:0031937 | Tachylalia,1
HP:0002371 | Loss of speech,1
HP:0002546 | Incomprehensible speech,1
HP:0000750 | Delayed speech and language development,3
HP:0002465 | Poor speech,1
HP:0031814 | Palilalia,1
HP:0002381 | Aphasia,1
HP:0002168 | Scanning speech,1
HP:0006977 | Grammar-specific speech disorder,1
HP:0002526 | Deficit in nonword repetition,1
HP:0000658 | Eyelid apraxia,2
HP:0007301 | Oromotor apraxia,1
HP:0030217 | Limb apraxia,1
HP:0010521 | Gait apraxia,2
HP:0032588 | Hand apraxia,1
HP:0011098 | Speech apraxia,1
HP:0030391 | Spoken word recognition deficit,1
HP:0034332 | Cognitive regression,1
HP:0033044 | Motor regression,1
HP:0001263 | Global developmental delay,1
HP:0001270 | Motor delay,1
HP:0010522 | Dyslexia,1
HP:0010794 | Impaired visuospatial constructive cognition,1
HP:0002442 | Dyscalculia,1
HP:0006834 | Developmental stagnation at onset of seizures,1
HP:0031912 | Trigeminal anesthesia,1
HP:0007011 | Fourth cranial nerve palsy,1
HP:0006897 | Abducens palsy,1
HP:0032679 | Focal non-motor seizure,2
HP:0002121 | Generalized non-motor (absence) seizure,3
HP:0020208 | Eating-induced seizure,1
HP:0032896 | Music-induced seizure,1
HP:0020215 | Thinking-induced seizure,1
HP:0020213 | Somatosensory-induced seizure,1
HP:0020209 | Hot water-induced seizure,1
HP:0020210 | Praxis-induced seizure,1
HP:0020212 | Reading-induced seizure,1
HP:0020214 | Startle-induced seizure,1
HP:0020216 | Visually-induced seizure,1
HP:0020211 | Proprioceptive-induced seizure,1
HP:0032658 | Status epilepticus with prominent motor symptoms,1
HP:0032867 | Refractory status epilepticus,1
HP:0032656 | Febrile status epilepticus,2
HP:0031475 | Status epilepticus without prominent motor symptoms,1
HP:0032660 | Convulsive status epilepticus,2
HP:0007193 | Bilateral tonic-clonic seizure on awakening,1
HP:0007334 | Bilateral tonic-clonic seizure with focal onset,2
HP:0025190 | Bilateral tonic-clonic seizure with generalized onset,2
HP:0002384 | Focal impaired awareness seizure,2
HP:0002173 | Hypoglycemic seizures,2
HP:0002199 | Hypocalcemic seizures,2
HP:0032893 | Gastroenteritis-related afebrile seizure,1
HP:0032894 | Seizure precipitated by febrile infection,1
HP:0032808 | Neonatal seizure with electrographic correlate,1
HP:0020221 | Clonic seizure,1
HP:0032792 | Tonic seizure,1
HP:0032677 | Generalized-onset motor seizure,2
HP:0010819 | Atonic seizure,1
HP:0011153 | Focal motor seizure,2
HP:0032794 | Myoclonic seizure,1
HP:0011097 | Epileptic spasm,1
HP:0002349 | Focal aware seizure,1
HP:0031165 | Multifocal seizures,1
HP:0032786 | Migrating focal seizure,1
HP:0011161 | Focal sensory seizure with olfactory features,2
HP:0010635 | Partial hyposmia,1
HP:0010634 | Total hyposmia,1
HP:0010633 | Partial anosmia,1
HP:0010632 | Total anosmia,1
HP:0012247 | Specific anosmia,1
HP:0007111 | Chronic hepatic encephalopathy,1
HP:0007069 | Profound static encephalopathy,1
HP:0006965 | Acute necrotizing encephalopathy,1
HP:0011402 | Demyelinating sensory neuropathy,1
HP:0007220 | Demyelinating motor neuropathy,2
HP:0007131 | Acute demyelinating polyneuropathy,1
HP:0012216 | Entrapment neuropathy of suprascapular nerve,1
HP:0012185 | Constrictive median neuropathy,1
HP:0012186 | Entrapment neuropathy of the ulnar nerve at elbow,1
HP:0003434 | Sensory ataxic neuropathy,1
HP:0003409 | Distal sensory impairment of all modalities,1
HP:0003390 | Sensory axonal neuropathy,2
HP:0007067 | Distal peripheral sensory neuropathy,1
HP:0007267 | Chronic axonal neuropathy,1
HP:0007002 | Motor axonal neuropathy,1
HP:0012658 | Abnormal brain FDG positron emission tomography,1
HP:0025049 | Abnormal brain creatine level by MRS,1
HP:0025045 | Abnormal brain lactate level by MRS,1
HP:0025047 | Abnormal brain choline level by MRS,1
HP:0012709 | Abnormal brain choline/creatine ratio by MRS,1
HP:0031161 | Reduced brain glutamate level by MRS,1
HP:0500021 | Reduced brain gamma-aminobutyric acid level by MRS,1
HP:0025052 | Abnormal brain N-acetyl aspartate level by MRS,1
HP:0025460 | High myoinositol in brain by MRS,1
HP:0034496 | Abnormal brain glutamine level by MRS,1
HP:0003401 | Paresthesia,1
HP:0100963 | Hyperesthesia,1
HP:0033748 | Hypoesthesia,1
HP:0010829 | Impaired temperature sensation,1
HP:0010832 | Abnormality of pain sensation,1
HP:0010830 | Impaired tactile sensation,1
HP:0006858 | Impaired distal proprioception,2
HP:0006937 | Impaired distal tactile sensation,2
HP:0002403 | Positive Romberg sign,1
HP:0010871 | Sensory ataxia,1
HP:0002495 | Impaired vibratory sensation,1
HP:0011445 | Athetoid cerebral palsy,2
HP:0002510 | Spastic tetraplegia,2
HP:0034183 | Spastic triplegia,2
HP:0011099 | Spastic hemiparesis,3
HP:0001315 | Reduced tendon reflexes,1
HP:0031828 | Abnormal superficial reflex,1
HP:0001347 | Hyperreflexia,1
HP:0033329 | Abnormal postural reflex,1
HP:0002476 | Primitive reflex,1
HP:0006961 | Jerky head movements,1
HP:0002599 | Head titubation,3
HP:0040141 | Tardive dyskinesia,1
HP:0007308 | Extrapyramidal dyskinesia,2
HP:0002310 | Orofacial dyskinesia,1
HP:0025682 | Crouch gait,1
HP:0002064 | Spastic gait,2
HP:0002515 | Waddling gait,1
HP:0031847 | Difficulty walking backward,1
HP:0031952 | Neurogenic claudication,1
HP:0034052 | Impaired toe-walking ability,1
HP:0031629 | Impaired tandem gait,1
HP:0002066 | Gait ataxia,2
HP:0002317 | Unsteady gait,1
HP:0002141 | Gait imbalance,1
HP:0009878 | Cerebellar ataxia associated with quadrupedal gait,2
HP:0031954 | Dystonic gait,1
HP:0002362 | Shuffling gait,1
HP:0031825 | Freezing of gait,1
HP:0002540 | Inability to walk,1
HP:0031955 | Antalgic gait,1
HP:0002136 | Broad-based gait,1
HP:0002527 | Falls,1
HP:0003376 | Steppage gait,1
HP:0030051 | Tip-toe gait,1
HP:0031953 | Cautious gait,1
HP:0002268 | Paroxysmal dystonia,1
HP:0002530 | Axial dystonia,1
HP:0010553 | Oculogyric crisis,1
HP:0002451 | Limb dystonia,1
HP:0007325 | Generalized dystonia,1
HP:0032005 | Hemidystonia,1
HP:0001304 | Torsion dystonia,1
HP:0004373 | Focal dystonia,1
HP:0002380 | Fasciculations,1
HP:0100248 | Hemiballismus,2
HP:0001336 | Myoclonus,1
HP:0000733 | Motor stereotypy,1
HP:0031990 | Chvostek sign,1
HP:0002305 | Athetosis,1
HP:0032506 | Alien limb phenomenon,1
HP:0100033 | Tics,1
HP:0002169 | Clonus,2
HP:0008767 | Self-mutilation of tongue and lips due to involuntary movements,2
HP:0007166 | Paroxysmal dyskinesia,1
HP:0001337 | Tremor,1
HP:0002072 | Chorea,1
HP:0002375 | Hypokinesia,1
HP:0002304 | Akinesia,1
HP:0001308 | Tongue fasciculations,3
HP:0007089 | Facial-lingual fasciculations,2
HP:0031166 | Eyelid myokymia,1
HP:0006958 | Abnormal auditory evoked potentials,2
HP:0001351 | Jerk-locked premyoclonus spikes,1
HP:0012896 | Abnormal motor evoked potentials,1
HP:0007377 | Abnormality of somatosensory evoked potentials,2
HP:0002353 | EEG abnormality,1
HP:0003134 | Abnormality of peripheral nerve conduction,2
HP:0007256 | Abnormal pyramidal sign,1
HP:0001257 | Spasticity,2
HP:0007299 | Dysfunction of lateral corticospinal tracts,1
HP:0010549 | Weakness due to upper motor neuron dysfunction,1
HP:0002267 | Exaggerated startle response,1
HP:0007153 | Progressive extrapyramidal movement disorder,1
HP:0007076 | Extrapyramidal muscular rigidity,2
HP:0001300 | Parkinsonism,1
HP:0002067 | Bradykinesia,1
HP:0002544 | Retrocollis,1
HP:0040200 | Motor impersistence,1
HP:0001251 | Ataxia,1
HP:0001350 | Slurred speech,1
HP:0002311 | Incoordination,1
HP:0002275 | Poor motor coordination,1
HP:0034399 | Prolonged central motor conduction time,1
HP:0007209 | Facial paralysis,3
HP:0003768 | Periodic paralysis,1
HP:0006597 | Diaphragmatic paralysis,2
HP:0003398 | Abnormal synaptic transmission at the neuromuscular junction,1
HP:0030201 | Response to drugs acting on neuromuscular transmission,1
HP:0002077 | Migraine with aura,1
HP:0002083 | Migraine without aura,1
HP:3000035 | Abnormality of cervical plexus,1
HP:0045052 | Abnormality of the brachial nerve plexus,1
HP:0045053 | Abnormality of the lumbosacral nerve plexus,1
HP:0008652 | Autonomic erectile dysfunction,2
HP:0012173 | Orthostatic tachycardia,1
HP:0012333 | Abnormal sudomotor regulation,1
HP:0005341 | Autonomic bladder dysfunction,1
HP:0002398 | Degeneration of anterior horn cells,2
HP:0003378 | Axonal degeneration/regeneration,1
HP:0003447 | Axonal loss,1
HP:0040078 | Axonal degeneration,1
HP:0003384 | Peripheral axonal atrophy,1
HP:0003450 | Axonal regeneration,1
HP:0031003 | Polyneuritis,1
HP:0007097 | Cranial nerve motor loss,1
HP:0011348 | Abnormal sixth cranial nerve morphology,1
HP:0010827 | Abnormality of the seventh cranial nerve,1
HP:3000055 | Abnormality of inferior alveolar nerve,2
HP:3000047 | Abnormal glossopharyngeal nerve morphology,2
HP:0010825 | Abnormality of the eleventh cranial nerve,1
HP:0009591 | Abnormality of the vestibulocochlear nerve,1
HP:0010824 | Abnormal fifth cranial nerve morphology,1
HP:0001293 | Cranial nerve compression,1
HP:0030172 | Peripheral amyelination,1
HP:0030173 | Peripheral hypermyelination,1
HP:0011096 | Peripheral demyelination,1
HP:0003380 | Decreased number of peripheral myelinated nerve fibers,1
HP:0011401 | Delayed peripheral myelination,2
HP:0007182 | Peripheral hypomyelination,1
HP:0003383 | Onion bulb formation,1
HP:0003469 | Peripheral dysmyelination,1
HP:0006717 | Peripheral neuroepithelioma,1
HP:0030450 | Neoplasm of the autonomic nervous system,1
HP:0100008 | Schwannoma,1
HP:0030430 | Neuroma,1
HP:0012645 | Enlarged peripheral nerve,1
HP:0007576 | Palmar neurofibromas,3
HP:3000048 | Abnormal great auricular nerve morphology,1
HP:3000075 | Abnormal lingual nerve morphology,1
HP:0032145 | Sural nerve atrophy,1
HP:0003406 | Peripheral nerve compression,1
HP:0002188 | Delayed CNS myelination,2
HP:0007305 | CNS demyelination,1
HP:0002415 | Leukodystrophy,1
HP:0003429 | CNS hypomyelination,1
HP:0012754 | CNS hypermyelination,1
HP:0007266 | Cerebral dysmyelination,2
HP:0007363 | Aplasia/Hypoplasia of the pyramidal tract,2
HP:0002492 | Morphological abnormality of the corticospinal tract,1
HP:0100953 | Enlarged interhemispheric fissure,1
HP:0012704 | Widened subarachnoid space,1
HP:0032327 | Interhemispheric cyst,1
HP:0002536 | Abnormal cortical gyration,2
HP:0002282 | Gray matter heterotopia,1
HP:0025643 | Tarlov cyst,1
HP:0030725 | Neurenteric cyst,1
HP:0010576 | Intracranial cystic lesion,1
HP:0034429 | Bacteria in cerebrospinal fluid,1
HP:0012510 | Extra-axial cerebrospinal fluid accumulation,1
HP:0012229 | CSF pleocytosis,1
HP:0030998 | Cerebrospinal fluid rhinorrhoea,1
HP:0410310 | Abnormality of neutrophil morphology in CSF,1
HP:0000238 | Hydrocephalus,2
HP:0030981 | Abnormal CSF/serum albumin ratio,1
HP:0011813 | Increased cerebral lipofuscin,1
HP:0007372 | Atrophy/Degeneration involving the corticospinal tracts,2
HP:0002180 | Neurodegeneration,1
HP:0007344 | Atrophy/Degeneration involving the spinal cord,2
HP:0100256 | Senile plaques,1
HP:0012444 | Brain atrophy,2
HP:0007366 | Atrophy/Degeneration affecting the brainstem,2
HP:0007009 | Central nervous system degeneration,1
HP:0007373 | Motor neuron atrophy,2
HP:0002529 | Neuronal loss in central nervous system,1
HP:0001360 | Holoprosencephaly,1
HP:0002118 | Abnormal cerebral ventricle morphology,1
HP:0030692 | Brain neoplasm,2
HP:0002363 | Abnormal brainstem morphology,1
HP:0002418 | Abnormal midbrain morphology,1
HP:0100547 | Abnormal forebrain morphology,1
HP:0001343 | Kernicterus,1
HP:0011282 | Abnormal hindbrain morphology,1
HP:0012675 | Iron accumulation in brain,1
HP:0002171 | Gliosis,1
HP:0100707 | Abnormal astrocyte morphology,1
HP:0100708 | Abnormal microglia morphology,1
HP:0009733 | Glioma,3
HP:0100706 | Abnormal oligodendroglia morphology,1
HP:0033035 | Abnormal Schwann cell morphology,1
HP:0007036 | Hypoplasia of olfactory tract,1
HP:0002283 | Global brain atrophy,2
HP:0011000 | Aplasia/Hypoplasia of the optic tract,1
HP:0007362 | Aplasia/Hypoplasia of the brainstem,2
HP:0006894 | Hypoplastic olfactory lobes,2
HP:0007360 | Aplasia/Hypoplasia of the cerebellum,2
HP:0007364 | Aplasia/Hypoplasia of the cerebrum,2
HP:0012110 | Hypoplasia of the pons,2
HP:0006850 | Hypoplasia of the ventral pons,2
HP:0040326 | Hypoplasia of the olfactory bulb,2
HP:0007365 | Aplasia/Hypoplasia involving the corticospinal tracts,2
HP:0007369 | Atrophy/Degeneration affecting the cerebrum,3
HP:0000609 | Optic nerve hypoplasia,2
HP:0025170 | Neuronal/glioneuronal neoplasm of the central nervous system,2
HP:0100836 | Malignant neoplasm of the central nervous system,1
HP:0010302 | Spinal cord tumor,2
HP:0100835 | Benign neoplasm of the central nervous system,1
HP:0045005 | Neural tube defect,1
HP:0006946 | Recurrent meningitis,1
HP:0001287 | Meningitis,1
HP:0002383 | Infectious encephalitis,1
HP:0002423 | Long-tract signs,1
HP:0002390 | Spinal arteriovenous malformation,2
HP:0003133 | Abnormality of the spinocerebellar tracts,1
HP:0008311 | Spinal cord posterior columns myelin loss,2
HP:0002176 | Spinal cord compression,1
HP:0011397 | Abnormality of the dorsal column of the spinal cord,1
HP:0030325 | Cervicomedullary schisis,1
HP:0100561 | Spinal cord lesion,1
HP:0002196 | Myelopathy,2
HP:0040272 | Hyperintensity of MRI T2 signal of the spinal cord,1
HP:0010303 | Abnormal spinal meningeal morphology,2
HP:0012486 | Myelitis,2
HP:0031938 | Abnormal conus terminalis morphology,1
HP:0034484 | Spinal cord calcifications,1
HP:0010301 | Spinal dysraphism,2
HP:0034482 | Abnormal spinal cord physiology,1
HP:0010652 | Abnormal dura mater morphology,1
HP:0100700 | Abnormal arachnoid mater morphology,1
HP:0032934 | Spontaneous cerebrospinal fluid leak,1
HP:0100701 | Abnormal pia mater,1
HP:0002858 | Meningioma,2
HP:0032070 | Leptomeningeal enhancement,1
HP:0002435 | Meningocele,2
HP:0002127 | Abnormal upper motor neuron morphology,1
HP:0007277 | Paucity of anterior horn motor neurons,1
HP:0034005 | Decreased dendritic spine number,1
HP:0003916 | Normal-density transverse humeral bands,2
HP:0003853 | Sclerosis with transverse striations in metaphyses of the upper limbs,1
HP:0003952 | Sclerotic foci of metaphyses of the elbow,2
HP:0004022 | Sclerotic radial metaphysis with longitudinal striations,2
HP:0004021 | Lytic defects of radial metaphysis,2
HP:0004019 | Radial metaphyseal irregularity,2
HP:0004020 | Irregular ossification of the radial metaphysis,2
