Id;Phenotype;Def
HP:0010530;Palatal tremor;Palatal tremor (PT) is an involuntary, rhythmic and oscillatory movement of the soft palate. PT is a rare type of tremor involving the soft palate. It can be unilateral or bilateral. [HPO:probinson, PMID:33101766]
HP:0010531;Spinal myoclonus;Spinal myoclonus is generally due to a tumor, infection, injury, or degenerative process of the spinal cord, and is characterized by involuntary rhythmic muscle contractions, usually at a rate of more than one per second. Myoclonus occurs synchronously in several muscles and can be increased in severity and frequency by fatigue or stress, but is usually unaffected by sensory stimuli. Spinal myoclonus ceases during sleep or anesthesia. [HPO:curators]
HP:0010532;Paroxysmal vertigo;Paroxysmal episodes of vertigo. [HPO:curators]
HP:0010533;Spasmus nutans;The combination of pendular nystagmus, head nodding, and torticollis. [HPO:probinson, PMID:7499100]
HP:0010534;Transient global amnesia;A paroxysmal, transient loss of memory function with preservation of immediate recall and remote memory but with a severe impairment of memory for recent events and ability to retain new information. [HPO:probinson]
HP:0010536;Central sleep apnea;Sleep apnea resulting from a transient abolition of the central drive to the ventilatory muscles. [HPO:probinson]
HP:0010538;Small sella turcica;An abnormally small sella turcica. [HPO:curators]
HP:0010539;Thin calvarium;The presence of an abnormally thin calvarium. [HPO:probinson]
HP:0010540;Advanced pneumatization of cranial sinuses;A degree of pneumatization that is increased compared to age-related norms. [HPO:probinson]
HP:0010541;Cutis gyrata of scalp;The presence of convoluted folds and furrows formed from thickened skin of the scalp, resembling cerebriform pattern. The scalp has convoluted and elevated folds, 1 to 2 cm in thickness. The convolutions generally cannot be flattened by traction. [HPO:probinson]
HP:0010542;Vestibular nystagmus;"Nystagmus due to disturbance of the vestibular system; eye movements are rhythmic, with slow and fast components. [HPO:curators]"
HP:0010543;Opsoclonus;Bursts of large-amplitude multidirectional saccades without intersaccadic interval [HPO:probinson, UManchester:psergouniotis]
HP:0010545;Downbeat nystagmus;Downbeat nystagmus is a type of fixation nystagmus with the fast phase beating in a downward direction. It generally increases when looking to the side and down and when lying prone. [HPO:probinson, PMID:21505601]
HP:0010553;Oculogyric crisis;An acute dystonic reaction with blepharospasm, periorbital twitches, and protracted fixed staring episodes. There may be a maximal upward deviation of the eyes in the sustained fashion. Oculogyric crisis can be triggered by a number of factors including neuroleptic medications. [HPO:curators]
HP:0010557;Overlapping fingers;A finger resting on the dorsal surface of an adjacent digit when the hand is at rest. [HPO:probinson, PMID:19125433]
HP:0010559;Vertical clivus;An abnormal vertical orientation of the clivus (which normally forms a kind of slope from the sella turcica down to the region of the foramen magnum). [HPO:curators]
HP:0010560;Undulate clavicles;An abnormally wavy surface or edge of the clavicles. [HPO:curators]
HP:0010561;Undulate ribs;An abnormally wavy surface or edge of the ribs. [HPO:probinson]
HP:0010562;Keloids;
HP:0010564;Bifid epiglottis;A midline anterior-posterior cleft of the epiglottis that involves at least two-thirds of the epiglottic leaf. It is a useful feature for clinical diagnosis because it appears to be very rare in syndromes other than Pallister-Hall-Syndrome and is also rare as an isolated malformation. [HPO:curators]
HP:0010567;Y-shaped metatarsals;Y-shaped metatarsals are the result of a partial fusion of two metatarsal bones, with the two arms of the Y pointing in the distal direction. Y-shaped metatarsals may be seen in combination with polydactyly. [HPO:curators]
HP:0010569;Elevated 7-dehydrocholesterol;Elevated 7-dehydrocholesterol levels. [HPO:probinson]
HP:0010570;Low maternal circulating alpha-fetoprotein concentration;An abnormally low concentration of serum alpha-fetoprotein as compared to normal values for gestational-age. [HPO:probinson]
HP:0010571;Elevated circulating phytanic acid concentration;An abnormal elevation of phytanic acid. [HPO:curators]
HP:0010575;Dysplasia of the femoral head;The presence of developmental dysplasia of the femoral head. [HPO:probinson]
HP:0010592;Abnormality of the distal tibial epiphysis;
HP:0010594;Abnormality of the proximal fibular epiphysis;Any abnormality of the proximal epiphysis of the fibula. [HPO:curators]
HP:0010598;Abnormality of the proximal humeral epiphysis;Any abnormality of the proximal epiphysis of the humerus. [HPO:curators]
HP:0010599;Abnormality of the distal humeral epiphysis;Any abnormality of the distal epiphysis of the humerus. [HPO:curators]
HP:0010601;Abnormal proximal ulnar epiphysis morphology;Any abnormality of the proximal epiphysis of the ulna. [HPO:curators]
HP:0010602;Type 2 muscle fiber predominance;An abnormal predominance of type II muscle fibers (in general, this feature can only be observed on muscle biopsy). [HPO:probinson]
HP:0010603;Odontogenic keratocysts of the jaw;A benign uni- or multicystic, intraosseous tumor of odontogenic origin, with a characteristic lining of parakeratinized stratified squamous epithelium and potential for aggressive, infiltrative behaviour. [HPO:curators, PMID:18353202]
HP:0010605;Chalazion;A chronic epithelioid cell granulomatous inflammation of the meibomian gland caused by inflammation of a blocked meibomian gland. A chalazion or meibomian cyst appears as a painless tuberous swelling in the upper lid without loss of eyelashes. [HPO:probinson]
HP:0010607;Hordeolum externum;Hordeola externa are acute purulent infections affecting the sebaceous glands of Zeis or the apocrine sweat glands of Moll, often caused by staphylococcus infections. In contrast to chalazia, hordeola are extremely painfull and can cause extreme local swelling. [HPO:curators]
HP:0010608;Hordeolum internum;Hordeola interna are acute purulent infections affecting the meibomian sebacious glands, often caused by staphylococcus infections. In contrast to chalazia (chronic epithelioid cell granulomatous inflammation of the meibomian gland caused by inflammation of a blocked meibomian gland), hordeola are extremely painfull and can cause extreme local swelling. [HPO:curators]
HP:0010610;Palmar pits;
HP:0010612;Plantar pits;The presence of multiple pits (small, pinpoint-large indentations on the surface of the skin) located on the skin of sole of foot. [HPO:probinson]
HP:0010616;Lung fibroma;The presence of a lung fibroma, a benign neoplasm that can present as a mass causing airway obstruction, cough, and hemoptysis, or present without symptoms as a solitary pulmonary nodule. [HPO:curators]
HP:0010617;Cardiac fibroma;A fibroma of the heart. [HPO:probinson]
HP:0010618;Ovarian fibroma;The presence of a fibroma of the ovary. [HPO:probinson]
HP:0010619;Fibroadenoma of the breast;A benign biphasic tumor of the breast with epithelial and stromal components. [HPO:probinson, PMID:23396888]
HP:0010620;Malar prominence;Prominence of the malar process of the maxilla and infraorbital area appreciated in profile and from in front of the face. [DDD:jclayton-smith]
HP:0010626;Anterior pituitary agenesis;Absence of the anterior pituitary gland resulting from a developmental defect. [DDD:spark, HPO:probinson, HPO:skoehler]
HP:0010627;Anterior pituitary hypoplasia;Underdevelopment of the anterior pituitary gland. [DDD:spark, HPO:probinson]
HP:0010632;Total anosmia;Inability to detect any qualitative olfactory sensation. [HPO:curators]
HP:0010633;Partial anosmia;Inability to perceive certain odorants (implies that the sense of smell is maintained for other classes of odorants). [HPO:curators]
HP:0010634;Total hyposmia;Reduced ability to detect any qualitative olfactory sensation. [HPO:curators]
HP:0010635;Partial hyposmia;Reduced ability to perceive certain odorants (implies that the sense of smell is maintained for other classes of odorants). [HPO:probinson]
HP:0010637;Conjunctival amyloidosis;A form of amyloidosis that affects the conjunctiva. [HPO:probinson]
HP:0010638;Elevated alkaline phosphatase of hepatic origin;An abnormally increased level of liver isoforms of alkaline phosphatase, tissue-nonspecific isozyme in the blood. [HPO:probinson]
HP:0010639;Elevated alkaline phosphatase of bone origin;An abnormally increased level of bone isoforms of alkaline phosphatase, tissue-nonspecific isozyme in the blood. [HPO:probinson]
HP:0010643;Midnasal atresia;Absence or abnormal closure of the midnasal cavity. [HPO:curators]
HP:0010646;Cervical spine instability;An abnormal lack of stability of the cervical spine. [HPO:curators]
HP:0010648;Dermal translucency;An abnormally increased ability of the skin to permit light to pass through (translucency) such that subcutaneous structures such as veins display an increased degree of visibility. [HPO:probinson]
HP:0010649;Flat nasal alae;An abnormal degree of flatness of the Ala of nose, which can be defined as a reduced nasal elevation index (lateral depth of the nose from the tip of the nose to the insertion of the nasal ala in the cheek x 100 divided by the side-to-side breadth of the nasal alae). [HPO:probinson]
HP:0010650;Hypoplasia of the premaxilla;An abnormality of the premaxilla (the embryonic structure that forms the anterior part of the maxilla) causing it to appear relatively small in size compared to the other parts of the maxilla or other facial structures. [HPO:probinson, ORCID:0000-0001-5889-4463, PMID:19125436]
HP:0010654;Aplasia of the falx cerebri;A developmental defect characterized by aplasia of the Falx cerebri. [HPO:probinson]
HP:0010657;Patchy reduction of bone mineral density;Patchy (irregular) reduction in bone density. This can take on many forms depending on severity and distribution as can be seen on x-rays. [HPO:curators]
HP:0010659;Patchy variation in bone mineral density;Patchy (irregular) changes in bone mineral density with patches of bone showing an increased density side to side with patches that are affected by reduction of mineral density. This is sometimes referred to as a moth-eaten appearance on x-rays. [HPO:probinson]
HP:0010661;Absence of the third cerebral ventricle;A developmental defect characterized by the absence of the third ventricle. [HPO:probinson]
HP:0010664;Fusion of the left and right thalami;A developmental defect characterized by fusion of the left and right halves of the thalamus. [HPO:probinson]
HP:0010665;Bilateral coxa valga;The presence of bilateral coxa valga. [HPO:probinson]
HP:0010666;Hypoplasia of the anterior nasal spine;Underdevelopment of the anterior nasal spine of maxilla. [HPO:probinson]
HP:0010667;Aplasia of the maxilla;A congenital defect characterized by absence of the Maxilla. [HPO:probinson]
HP:0010677;Enuresis nocturna;Enuresis occurring during sleeping hours. [HPO:sdoelken]
HP:0010678;Enuresis diurna;Enuresis occurring during waking hours of the day. [HPO:sdoelken]
HP:0010680;Elevated alkaline phosphatase of renal origin;An abnormally increased level of kidney isoforms of alkaline phosphatase, tissue-nonspecific isozyme in the blood. [HPO:probinson]
HP:0010681;Elevated intestinal alkaline phosphatase;An abnormally increased level of alkaline phosphatase, intestinal type in the blood. [HPO:probinson]
HP:0010682;Elevated placental alkaline phosphatase;An abnormally increased level of alkaline phosphatase, placental type in the blood. [HPO:probinson]
HP:0010683;Low tissue non-specific alkaline phosphatase;An abnormally reduced level of alkaline phosphatase, tissue-nonspecific isozyme in the blood. [HPO:probinson]
HP:0010684;Low alkaline phosphatase of bone origin;An abnormally reduced level of bone isoforms of alkaline phosphatase in the blood. [HPO:probinson]
