phenotypeId	phenotypeName	numberPapers
HP:0002236	Frontal upsweep of hair	6
HP:0004529	Atrophic, patchy alopecia	10
HP:0007646	Absent lower eyelashes	5
HP:0009747	Lumbosacral hirsutism	2
HP:0034042	Dorsal hirsutism	15
HP:0032313	Frontotemporal hypertrichosis	1
HP:0005597	Congenital alopecia totalis	2
HP:0011937	Hypoplastic fifth toenail	19
HP:0200105	Absent fifth toenail	16
HP:0012555	Absent nail of hallux	7
HP:0200104	Absent fifth fingernail	18
HP:0012554	Absent thumbnail	2
HP:0007407	Excessive skin wrinkling on dorsum of hands and fingers	1
HP:0001046	Intermittent jaundice	179
HP:0006579	Prolonged neonatal jaundice	261
HP:0034032	Central cyanosis	388
HP:0200048	Cyanotic episode	97
HP:0009762	Facial wrinkling	878
HP:0007414	Neonatal wrinkled skin of hands and feet	1
HP:0007509	Patchy hypo- and hyperpigmentation	2
HP:0007402	Areas of hypopigmentation and hyperpigmentation that do not follow Blaschko lines	108
HP:0007603	Freckles in sun-exposed areas	80
HP:0005585	Spotty hyperpigmentation	17
HP:0007572	Hyperpigmented streaks	36
HP:0100816	Lip hyperpigmentation	113
HP:0007588	Reticular hyperpigmentation	131
HP:0007546	Linear hyperpigmentation	257
HP:0007456	Progressive reticulate hyperpigmentation	25
HP:0007599	Generalized reticulate brown pigmentation	7
HP:0007574	Generalized bronze hyperpigmentation	1
HP:0007413	Nevus flammeus of the forehead	28
HP:0010733	Naevus flammeus of the eyelid	30
HP:0007589	Aplasia cutis congenita on trunk or limbs	922
HP:0002710	Commissural lip pit	1
HP:0008606	Supraauricular pit	0
HP:0004464	Postauricular pit	6
HP:0004467	Preauricular pit	39
HP:0025014	Subcutaneous spheroids	301
HP:0007470	Periarticular subcutaneous nodules	12
HP:0020154	Nevus comedonicus	75
HP:0007494	Discrete 2 to 5-mm hyper- and hypopigmented macules	0
HP:0007412	Macular hyperpigmented dermopathy	54
HP:0011369	Mongolian blue spot	104
HP:0001003	Multiple lentigines	642
HP:0005605	Large cafe-au-lait macules with irregular margins	1
HP:0007449	Confetti-like hypopigmented macules	4
HP:0040009	Hyperparakeratosis	28
HP:0007490	Linear arrays of macular hyperkeratoses in flexural areas	0
HP:0007502	Follicular hyperkeratosis	562
HP:0033707	Perioral hyperkeratosis	39
HP:0007543	Epidermal hyperkeratosis	894
HP:0007390	Hyperkeratosis with erythema	678
HP:0005595	Generalized hyperkeratosis	881
HP:0007501	Streaks of hyperkeratosis along each finger onto the palm	1
HP:0025080	Orthokeratotic hyperkeratosis	102
HP:0000222	Gingival hyperkeratosis	125
HP:0031288	Cobblestone-like hyperkeratosis	3
HP:0007503	Generalized ichthyosis	578
HP:0007559	Localized epidermolytic hyperkeratosis	128
HP:0031291	Ichthyosis follicularis	71
HP:0034194	Suprabasal cleavage	27
HP:0034193	Stratum basale cleavage	2
HP:0033803	Sub-lamina densa cleavage	1
HP:0003341	Lamina lucida cleavage	280
HP:0040186	Maculopapular exanthema	515
HP:0012282	Morbilliform rash	194
HP:0007569	Generalized seborrheic dermatitis	228
HP:0000999	Pyoderma	584
HP:0011132	Chronic furunculosis	42
HP:0004388	Microcolon	176
HP:0032216	Lymphocytic infiltration of the colorectal mucosa	145
HP:0002570	Steatorrhea	695
HP:0002590	Paralytic ileus	757
HP:0030996	Megaduodenum	76
HP:0033117	Duodenitis	760
HP:0100867	Duodenal stenosis	363
HP:0033996	Microvillar PAS-positive secretory granules	0
HP:0033995	Microvillus inclusions	256
HP:0011473	Villous atrophy	976
HP:0002245	Meckel diverticulum	602
HP:0005241	Total intestinal aganglionosis	416
HP:0200116	Distal ileal atresia	162
HP:0005231	Chronic gastritis	954
HP:0002582	Atrophic gastritis	880
HP:0012890	Posteriorly placed anus	14
HP:0001545	Anteriorly placed anus	24
HP:0033164	Focal active colitis	997
HP:0033256	Pancolitis	701
HP:0012183	Hyperplastic colonic polyposis	261
HP:0004783	Duodenal polyposis	577
HP:0006566	Neonatal cholestatic liver disease	399
HP:0005609	Gallbladder dysfunction	929
HP:0001082	Cholecystitis	707
HP:0034294	Ductal bile plugs	12
HP:0002613	Biliary cirrhosis	741
HP:0006560	Biliary hyperplasia	651
HP:0034352	Bile duct polyp	182
HP:0001408	Bile duct proliferation	991
HP:0005230	Biliary tract obstruction	913
HP:0001412	Enteroviral hepatitis	33
HP:0006572	Subacute progressive viral hepatitis	18
HP:0200124	Chronic hepatitis due to cryptosporidium infection	6
HP:0200120	Chronic active hepatitis	932
HP:0006565	Increased hepatocellular lipid droplets	126
HP:0031141	Increased hepatic echogenicity	148
HP:0100801	Pancreatic aplasia	803
HP:0002594	Pancreatic hypoplasia	806
HP:0002100	Recurrent aspiration pneumonia	653
HP:0033559	Anti-myeloperoxidase antibody positivity	159
HP:0033028	Anti-U1 ribonucleoprotein antibody positivity	46
HP:0100327	Cow milk allergy	858
HP:0410303	Complete or near-complete absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine	999
HP:0410305	Partial absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine	0
HP:0410295	Complete or near-complete absence of specific antibody response to tetanus vaccine	999
HP:0410297	Partial absence of specific antibody response to tetanus vaccine	0
HP:0410301	Partial absence of specific antibody response to unconjugated pneumococcus vaccine	0
HP:0410300	Complete or near-complete absence of specific antibody response to unconjugated pneumococcus vaccine	999
HP:0003459	Polyclonal elevation of IgM	67
HP:0003460	Decreased circulating total IgA	62
HP:0011837	Partial IgA deficiency	85
HP:0045044	Decreased serum complement C4b	61
HP:0012308	Decreased serum complement C9	36
HP:0004434	Decreased serum complement C8	11
HP:0033059	Decreased serum complement C6	21
HP:0033058	Decreased serum complement C7	12
HP:0033060	Decreased serum complement C5	125
HP:0032257	Disseminated histoplasmosis	746
HP:0410028	Recurrent oral herpes	594
HP:0032275	Recurrent shingles	562
HP:0002726	Recurrent Staphylococcus aureus infections	920
HP:0011275	Recurrent mycobacterium avium complex infections	175
HP:0002842	Recurrent Burkholderia cepacia infections	160
HP:0002741	Recurrent Serratia marcescens infections	51
HP:0002742	Recurrent Klebsiella infections	417
HP:0002740	Recurrent E. coli infections	752
HP:0005376	Recurrent Haemophilus influenzae infections	372
HP:0003729	Enteroviral dermatomyositis syndrome	1
HP:0100776	Recurrent pharyngitis	929
HP:0200117	Recurrent upper and lower respiratory tract infections	318
HP:0011950	Bronchiolitis	722
HP:0030356	Increased circulating interferon-gamma concentration	311
HP:0033253	Reduced circulating interferon gamma concentration	124
HP:0034165	Reduced circulating interleukin 21 concentration	7
HP:0034168	Reduced circulating interleukin 22 concentration	4
HP:0034177	Reduced circulating interleukin 17A concentration	25
HP:0034163	Reduced circulating interleukin 10 concentration	103
HP:0033199	Increased circulating interleukin 10 concentration	298
HP:0034174	Reduced circulating interleukin 27 concentration	1
HP:0034171	Reduced circulating interleukin 23 concentration	5
HP:0430028	Hyperplasia of the maxilla	167
HP:0002010	Narrow maxilla	612
HP:0010667	Aplasia of the maxilla	880
HP:0009754	Fibrous syngnathia	10
HP:0040309	Increased size of the mandible	913
HP:0012801	Narrow jaw	987
HP:0012802	Broad jaw	585
HP:0005446	Obtuse angle of mandible	71
HP:0000211	Trismus	827
HP:0034260	Aplastic zygomatic arch	1
HP:0005439	Maxillozygomatic hypoplasia	3
HP:0010757	Aplasia of the premaxilla	113
HP:0010650	Hypoplasia of the premaxilla	126
HP:0005466	Hypoplasia of the frontal bone	664
HP:0000269	Prominent occiput	53
HP:0005469	Flat occiput	34
HP:0011325	Pansynostosis	46
HP:0011318	Bicoronal synostosis	137
HP:0001305	Dandy-Walker malformation	798
HP:0002280	Enlarged cisterna magna	135
HP:0012487	Cerebellopontine angle arachnoid cyst	91
HP:0010559	Vertical clivus	121
HP:0410219	Hypoplasia of mandible relative to maxilla	28
HP:0000308	Microretrognathia	97
HP:0002738	Hypoplastic frontal sinuses	29
HP:0002688	Absent frontal sinuses	48
HP:0006784	Paranasal sinus hypoplasia	692
HP:0004478	Ethmoidal encephalocele	152
HP:0011818	Nasofrontal encephalocele	25
HP:0004481	Progressive macrocephaly	297
HP:0004482	Relative macrocephaly	595
HP:0005490	Postnatal macrocephaly	209
HP:0004488	Macrocephaly at birth	227
HP:0011451	Primary microcephaly	964
HP:0000237	Small anterior fontanelle	56
HP:0008491	Premature anterior fontanel closure	4
HP:0005498	Midline skin dimples over anterior/posterior fontanelles	0
HP:0000260	Wide anterior fontanel	40
HP:0005494	Premature posterior fontanelle closure	4
HP:0004491	Large posterior fontanelle	39
HP:0004492	Widely patent fontanelles and sutures	1
HP:0004450	Preauricular skin furrow	0
HP:0004451	Postauricular skin tag	2
HP:0004499	Chronic rhinitis due to narrow nasal airway	5
HP:0040334	Purulent rhinitis	175
HP:0100596	Absent nares	29
HP:0009933	Narrow naris	5
HP:0000463	Anteverted nares	105
HP:0009932	Single naris	25
HP:0009931	Enlarged naris	5
HP:0100582	Nasal polyposis	905
HP:0000431	Wide nasal bridge	183
HP:0000426	Prominent nasal bridge	256
HP:0005285	Absent nasal bridge	60
HP:0003194	Short nasal bridge	316
HP:0005280	Depressed nasal bridge	237
HP:0000446	Narrow nasal bridge	126
HP:0033142	Long nasal bridge	295
HP:0005281	Hypoplastic nasal bridge	85
HP:0009927	Aplasia of the nose	838
HP:0000430	Underdeveloped nasal alae	5
HP:0012810	Wide nasal base	367
HP:0012809	Narrow nasal base	201
HP:0004407	Bony paranasal bossing	1
HP:0004411	Deviated nasal septum	963
HP:0000420	Short nasal septum	265
HP:0033434	Nasal septum perforation	689
HP:0009746	Thick nasal septum	255
HP:0005322	Prominent nasal septum	98
HP:0004112	Midline nasal groove	29
HP:0011803	Bifid nose	56
HP:0200138	Bilateral choanal atresia/stenosis	66
HP:0000349	Widow's peak	24
HP:0000217	Xerostomia	863
HP:0004676	Prominent supraorbital arches in adult	0
HP:0012724	Upper eyelid edema	333
HP:0010749	Blepharochalasis	58
HP:0003339	Pyrimidine-responsive megaloblastic anemia	0
HP:0004860	Thiamine-responsive megaloblastic anemia	111
HP:0004851	Folate-responsive megaloblastic anemia	1
HP:0004826	Folate-unresponsive megaloblastic anemia	751
HP:0410252	Chronic neutropenia	914
HP:0005541	Congenital agranulocytosis	179
HP:0008165	Decreased helper T cell proportion	597
HP:0005407	Decreased proportion of CD4-positive helper T cells	74
HP:0030252	Absent circulating B cells	101
HP:0005365	Severe B lymphocytopenia	0
HP:0045080	Decreased proportion of CD3-positive T cells	7
HP:0002853	Increased proportion of HLA DR+ T cells	297
HP:4000039	Reduced proportion of mucosal-associated invariant T cells	7
HP:0033207	Increased proportion autoreactive unresponsive CD21-/low B cells	0
HP:0040219	Absent natural killer cells	499
HP:0041045	Increased neutrophil mitochondria	482
HP:0004821	Hypersegmentation of neutrophil nuclei	6
HP:0032499	Giant neutrophil granules	53
HP:0041046	Increased neutrophil ribosomes	225
HP:0011447	Hyposegmentation of neutrophil nuclei	3
HP:0012526	Absence of alpha granules	432
HP:0033536	Reduced platelet alpha granules	333
HP:0033535	Reduced platelet dense granules	198
HP:0033263	Absent platelet dense granules	28
HP:0007129	Cerebellar medulloblastoma	910
HP:0006880	Cerebellar hemangioblastoma	576
HP:0000387	Absent earlobe	13
HP:0000385	Small earlobe	84
HP:0011240	Prominent stem of antihelix	1
HP:0100015	Stahl ear	75
HP:0011238	Prominent inferior crus of antihelix	2
HP:0011246	Underdeveloped superior crus of antihelix	2
HP:0011247	Prominent superior crus of antihelix	4
HP:0000368	Low-set, posteriorly rotated ears	70
HP:0031229	Increased incisura length	4
HP:0008559	Hypoplastic superior helix	0
HP:0008537	Cleft at the superior portion of the pinna	0
HP:0011272	Underdeveloped tragus	1
HP:0011268	Absent tragus	8
HP:0008529	Absence of acoustic reflex	275
HP:0000362	Otosclerosis	880
HP:0011455	Absent malleus	42
HP:0011381	Aplasia of the semicircular canal	437
HP:0011382	Hypoplasia of the semicircular canal	448
HP:0000871	Panhypopituitarism	937
HP:0011748	Adrenocorticotropic hormone deficiency	366
HP:0008213	Gonadotropin deficiency	962
HP:0011739	Dexamethasone-suppressible primary hyperaldosteronism	4
HP:0011740	Glucocortocoid-insensitive primary hyperaldosteronism	824
HP:0004876	Spontaneous neonatal pneumothorax	121
HP:0032979	Hemosiderin-laden macrophages in bronchoalveolar fluid	48
HP:0010564	Bifid epiglottis	33
HP:0008756	Bowing of the vocal cords	45
HP:0200109	Absent/shortened outer dynein arms	2
HP:0033424	Pulmonary arterial hypertension with lack of acute response to NO challenge	1
HP:0020223	Dermal sinus tract	223
HP:0010654	Aplasia of the falx cerebri	381
HP:0007271	Occipital myelomeningocele	62
HP:0025480	Lipomyelomeningocele	247
HP:0032466	Aplasia of the olfactory bulb	345
HP:0040197	Encephalomalacia	878
HP:0002132	Porencephalic cyst	143
HP:0032615	Abnormal diffusion weighted cerebral MRI morphology	993
HP:0006918	Diffuse cerebral sclerosis	410
HP:0001341	Olfactory lobe agenesis	304
HP:0006879	Pontocerebellar atrophy	220
HP:0012749	Focal T2 hypointense brainstem lesion	16
HP:0012748	Focal T2 hyperintense brainstem lesion	58
HP:0034259	Hypoplasia of the midbrain	965
HP:0034316	Thinning of the substantia nigra pars compacta	5
HP:0033048	Substantia nigra hypointensity on susceptibility-weighted imaging	14
HP:0100952	Enlarged sylvian cistern	16
HP:0007082	Dilated third ventricle	337
HP:0007100	Progressive ventriculomegaly	965
HP:0100951	Enlarged fossa interpeduncularis	0
HP:0006956	Lateral ventricle dilatation	751
HP:0030048	Colpocephaly	92
HP:0002190	Choroid plexus cyst	892
HP:0032390	Periventricular ribbonlike heterotopia	3
HP:0032388	Periventricular nodular heterotopia	368
HP:0032471	Focal polymicrogyria	275
HP:0006821	Frontal polymicrogyria	129
HP:0045028	Microlissencephaly	780
HP:0007260	Type II lissencephaly	262
HP:0007187	Focal lissencephaly	205
HP:0006818	4-layered lissencephaly	149
HP:0031882	Agyria	876
HP:0010873	Cervical spinal cord atrophy	744
HP:0009704	Chronic CSF lymphocytosis	15
HP:0007333	Hypoplasia of the frontal lobes	973
HP:0100954	Open operculum	156
HP:0002139	Arrhinencephaly	843
HP:0002324	Hydranencephaly	199
HP:0002335	Agenesis of cerebellar vermis	316
HP:0007063	Aplasia of the inferior half of the cerebellar vermis	1
HP:0002951	Partial absence of cerebellar vermis	24
HP:0100307	Cerebellar hemisphere hypoplasia	637
HP:0007058	Generalized cerebral atrophy/hypoplasia	4
HP:0006892	Frontotemporal cerebral atrophy	970
HP:0002506	Diffuse cerebral atrophy	984
HP:0002340	Caudate atrophy	988
HP:0007132	Pallidal degeneration	74
HP:0005857	Cervical spina bifida	348
HP:0006904	Late-onset spinocerebellar degeneration	265
HP:0007232	Spinocerebellar tract disease in lower limbs	16
HP:0006951	Retrocerebellar cyst	52
HP:0032160	Cryptococcal meningitis	787
HP:0009718	Subependymal giant-cell astrocytoma	846
HP:0033682	Pleomorphic xanthoastrocytoma	843
HP:0006873	Symmetrical progressive peripheral demyelination	93
HP:0025680	Compound muscle action potential amplitude facilitation	79
HP:0033383	Decreased compound muscle action potential amplitude	496
HP:0025336	Delayed ability to sit	63
HP:0025335	Delayed ability to stand	200
HP:0031936	Delayed ability to walk	447
HP:0032989	Delayed ability to roll over	6
HP:0033128	Delayed ability to crawl	23
HP:0011352	Severe receptive language delay	238
HP:0011351	Moderate receptive language delay	120
HP:0006863	Severe expressive language delay	340
HP:0012166	Skin-picking	619
HP:0012168	Head-banging	567
HP:0012167	Hair-pulling	811
HP:0030214	Hypersexuality	809
HP:0000749	Paroxysmal bursts of laughter	2
HP:0000740	Episodic paroxysmal anxiety	75
HP:0030765	Sleep terror	267
HP:0025237	Confusional arousal	798
HP:0025236	Somnambulism	297
HP:4000073	Pronoun reversal	30
HP:0002478	Progressive spastic quadriplegia	608
HP:0001264	Spastic diplegia	817
HP:0001285	Spastic tetraparesis	861
HP:0006986	Upper limb spasticity	968
HP:0007098	Paroxysmal choreoathetosis	148
HP:0007326	Progressive choreoathetosis	101
HP:0025387	Pill-rolling tremor	752
HP:0031947	Tongue tremor	145
HP:0002378	Hand tremor	955
HP:0012477	Vocal tremor	252
HP:0030185	Isometric tremor	453
HP:0010828	Hemifacial spasm	851
HP:0033054	Myoclonic tremor	286
HP:0007221	Progressive truncal ataxia	896
HP:0007057	Poor hand-eye coordination	28
HP:0011168	Focal seizure with eyelid myoclonia	944
HP:0011152	Early onset absence seizures	994
HP:0011171	Simple febrile seizure	846
HP:0012847	Epilepsia partialis continua	368
HP:0033660	Hand paresthesia	933
HP:0007021	Pain insensitivity	925
HP:0003091	Trophic limb changes	121
HP:0006938	Impaired vibration sensation at ankles	49
HP:0002549	Deficit in phonologic short-term memory	425
HP:0007307	Rapid neurologic deterioration	928
HP:0007064	Progressive language deterioration	453
HP:0007272	Progressive psychomotor deterioration	214
HP:0000727	Frontal lobe dementia	907
HP:0002439	Frontolimbic dementia	24
HP:0007123	Subcortical dementia	979
HP:0010846	EEG with persistent abnormal rhythmic activity	18
HP:0031491	Continuous spike and waves during slow sleep	182
HP:0002372	Normal interictal EEG	852
HP:0031535	Increased theta frequency activity in EEG	1000
HP:0010844	EEG with multifocal slow activity	53
HP:0007083	Hyperactive patellar reflex	12
HP:0008945	Loss of ability to walk in early childhood	6
HP:0006794	Loss of ability to walk in first decade	4
HP:0012407	Scissor gait	808
HP:0031008	Lingual dystonia	215
HP:0012048	Oromandibular dystonia	321
HP:0000643	Blepharospasm	819
HP:0030521	Bitemporal hemianopia	800
HP:0001137	Alternating esotropia	218
HP:0031723	Secondary esotropia	819
HP:0031717	Alternating exotropia	854
HP:0031721	Sensory exotropia	225
HP:0030479	Abnormal amplitude of light-adapted flicker electroretinogram	23
HP:0001084	Corneal arcus	130
HP:0007827	Nodular corneal dystrophy	60
