phenotype1	phenotype2	lin	cos
Equinus calcaneus	Ovarian fibroma	4.325406564155514e-05	0.12578811
Right ventricular dilatation	Lisch nodules	5.090654173363546e-05	0.12543972
Arthralgia of the hip	Enlargement of parotid gland	4.513091349926087e-05	0.109624684
Blue sclerae	Factor X activation deficiency	5.305734140492264e-05	0.092114836
Anorexia	Dysfunction of lateral corticospinal tracts	4.6048912897620735e-05	0.11223184
Chronic tubulointerstitial nephritis	Pulmonary lymphangiomyomatosis	4.433252921306609e-05	0.24039853
Aortic arch calcification	Suck reflex	3.993272169545075e-05	-0.016384803
Hyperkinetic movements	Presenile cataracts	5.27797715776623e-05	0.092398345
Tethered cord	Septic arthritis	5.391529164214543e-05	0.12056413
Generalized morning stiffness	Splenic cyst	3.993272169545075e-05	0.15365985
Full cheeks	Pill-rolling tremor	5.554805395325241e-05	0.049662612
Humerus varus	Fingernail dysplasia	7.98654433909015e-05	0.16778831
Progressive ptosis	Hyperfibrinogenemia	3.993272169545075e-05	0.118244156
Moderate sensorineural hearing impairment	Cervix cancer	7.98654433909015e-05	0.13039128
Aplasia of the uterus	Oliguria	0.1733893272493545	0.37370163
Duodenal ulcer	Narrow jaw	4.885073886735671e-05	0.13821255
Axial muscle weakness	Corneal astigmatism	4.577027209409902e-05	0.20938362
Band keratopathy	Hip dysplasia	6.225760780745825e-05	0.08384898
Wide pubic symphysis	Square pelvis bone	0.3722613530694123	0.31973547
Oral ulcer	Anomalous origin of left coronary artery from the pulmonary artery	4.803278487698834e-05	0.17070031
Presenile cataracts	Abnormal B cell proliferation	4.2520165072717376e-05	0.09559613
Carious teeth	Irregular tarsal bones	5.27797715776623e-05	0.1555635
Orofacial dyskinesia	Spastic dysarthria	0.0973351805510193	0.51958054
Conjugated hyperbilirubinemia	Patellar aplasia	5.868207813992507e-05	0.15507825
Prominent sternum	Poor suck	6.198651505472726e-05	0.052728135
Long palpebral fissure	Elevated coagulation factor V activity	5.075718484004246e-05	0.16027631
Impotence	Premature birth following premature rupture of fetal membranes	4.6048912897620735e-05	0.15546556
Progressive hyperpigmentation	Weakness of the intrinsic hand muscles	4.325406564155514e-05	0.10097708
Delayed eruption of primary teeth	Question mark ear	4.818212141725109e-05	0.13169795
Acute myeloid leukemia	Decreased transferrin saturation	0.0001163987584792	0.1288611
Preaxial hand polydactyly	Anomalous origin of left coronary artery from the pulmonary artery	4.908842810983609e-05	0.29240507
Bradykinesia	Fine hair	7.33831731672694e-05	0.1783853
Penetrating foot ulcers	Increased circulating free T4 concentration	4.433252921306609e-05	0.056344062
Hepatocellular carcinoma	Pectoralis hypoplasia	5.035839919835104e-05	0.16065761
Gastroesophageal reflux	Reduced hemolytic complement activity	6.373818378732289e-05	0.14496516
Olivopontocerebellar hypoplasia	Long uvula	9.093229424222476e-05	0.1827223
Impaired ocular abduction	Hypoplastic nasal bone	4.325406564155514e-05	0.35798073
Absent lacrimal punctum	Sudden unexpected death in epilepsy	4.9202003447767416e-05	0.112015866
Hypoplasia of the brainstem	Multiple digital exostoses	5.20565979511055e-05	0.10707931
Urethrovaginal fistula	Hip osteoarthritis	4.697961363490384e-05	0.25634855
Increased LDL cholesterol concentration	Lacrimal gland hypoplasia	5.211234515883936e-05	0.21379647
Soft tissue swelling of interphalangeal joints	Iron accumulation in substantia nigra	3.993272169545075e-05	0.13782926
Adducted thumb	Visual fixation instability	5.527319809339079e-05	0.031007946
Prominent antihelix	Bilateral microphthalmos	5.568006858401274e-05	0.16191521
Recurrent mandibular subluxations	Cartilaginous ossification of larynx	4.1527089114850486e-05	0.2762545
Violent behavior	Neoplasm of the pharynx	8.650813128311028e-05	0.08062089
Brain stem compression	Decreased helper T cell proportion	4.325406564155514e-05	0.20289698
Hip dysplasia	Iliac artery aneurysm	5.27797715776623e-05	0.34064803
Male hypogonadism	Lobulated tongue	5.543990558251901e-05	0.05517485
Projectile vomiting	Recurrent bronchopulmonary infections	4.972512993112043e-05	0.096260205
Lop ear	Deuteranomaly	4.433252921306609e-05	0.16748494
Mutism	Supravalvular aortic stenosis	5.211234515883936e-05	0.09990364
Cutaneous anergy	Decreased mean corpuscular volume	0.2755947942343873	0.020356378
Dental crowding	Ectopia of the spleen	5.319004968039924e-05	0.041595615
Bulbar signs	Onychomycosis	5.4736734480720864e-05	0.13579838
Eruptive xanthomas	Posterior uveitis	4.325406564155514e-05	0.19312197
Elevated urinary delta-aminolevulinic acid	Migrating focal seizure	4.433252921306609e-05	0.033714134
Mildly elevated creatine kinase	Placental abruption	4.8726132196001617e-05	0.12375355
Spastic tetraplegia	Multiple mitochondrial DNA deletions	0.2197480602803894	0.197287
Poor suck	Abnormality of bone marrow stromal cells	0.0001441428619437	0.099516675
Obstructive sleep apnea	Synovitis	5.543990558251901e-05	0.32048765
Infantile sensorineural hearing impairment	Agenesis of pineal gland	7.98654433909015e-05	0.24434897
Iris coloboma	Diffuse telangiectasia	5.498236436259655e-05	0.044198588
Parathyroid hyperplasia	Anuria	4.846394887683536e-05	0.25562063
Increased circulating renin level	Increased megakaryocyte count	4.846394887683536e-05	0.17982353
Triangular face	Jaw pain	5.467335855409396e-05	0.2261463
Cor pulmonale	Moderate postnatal growth retardation	4.577027209409902e-05	0.14436305
Renal artery stenosis	Bronchial wall thickening	5.08325315417379e-05	0.28781965
Wide pubic symphysis	Cerebral hypomyelination	5.08325315417379e-05	0.04153963
Chronic gastritis	Unilateral external ear deformity	4.384100649655963e-05	-0.028132522
Premature coronary artery atherosclerosis	Narrowing of medullary canal	4.546614712111239e-05	0.19374192
Increased red blood cell mass	Progressive night blindness	4.63062709617351e-05	-0.025635846
Multiple lentigines	Deformed radius	4.676934355271362e-05	0.048542958
Secretory IgA deficiency	Progeroid facial appearance	5.000878978756325e-05	0.1374295
Basal ganglia cysts	Sickled erythrocytes	9.435605386316376e-05	0.26157427
Meconium ileus	Cerebellopontine angle arachnoid cyst	9.435605386316376e-05	0.20917334
Increased CSF protein concentration	Ciliary body melanoma	0.0	0.29006046
Hypoplasia of the prostate	Severe temper tantrums	4.433252921306609e-05	0.026335547
Xanthine nephrolithiasis	Uterine leiomyosarcoma	0.1569647716502225	0.0566476
Pointed chin	Bronchiectasis	8.101357016107332e-05	0.06851935
Mixed hearing impairment	Gastric diverticulum	0.0001281506519935	0.1039887
Long hallux	Nonprogressive cerebellar ataxia	5.105075200522169e-05	0.14989552
Buphthalmos	Muscle hyperirritability	4.920200344776741e-05	0.15679133
Low-set, posteriorly rotated ears	Compensated hemolytic anemia	5.035839919835104e-05	0.21873522
Hypogeusia	Increased serum serotonin	4.803278487698834e-05	0.08781254
Narrow nasal bridge	Degeneration of the striatum	4.717802693158188e-05	0.10013629
Psoriasiform dermatitis	Platelet-activating factor acetylhydrolase deficiency	4.717802693158188e-05	0.28549188
Short upper lip	Left atrial isomerism	4.433252921306609e-05	0.14912118
Increased LDL cholesterol concentration	Mucoid diarrhea	4.7365940235228194e-05	0.05505363
Refractory anemia	Increased factor VIII activity	0.2216018656261382	0.14415538
Foot osteomyelitis	Pilomatrixoma	4.2520165072717376e-05	0.091448545
Hyperchloremic metabolic acidosis	Nonketotic hyperglycinemia	0.1546698293922818	0.438819
Reticular pigmentary degeneration	Talipes calcaneovarus	4.1527089114850486e-05	0.11220001
Renal potassium wasting	Severe expressive language delay	4.433252921306609e-05	0.26196277
Pleuritis	Macular telangiectasia	0.0001018130834672	0.23048174
Compensated hemolytic anemia	Seborrhoeic blepharitis	8.650813128311028e-05	0.19927251
Congenital bilateral hip dislocation	Ichthyosis follicularis	3.993272169545075e-05	0.14380765
Progressive hypotrichosis	Synovial hypertrophy	4.1527089114850486e-05	0.26473808
Malaligned carpal bone	Deep anterior chamber	4.1527089114850486e-05	0.04348214
Amelogenesis imperfecta	Decreased serum leptin	5.605677800716349e-05	0.05807835
Abnormal speech discrimination	Hypoplasia of the calcaneus	4.433252921306609e-05	0.13930207
Fusion of the cerebellar hemispheres	Tapered toe	4.1527089114850486e-05	0.024202392
Chronic hemolytic anemia	Generalized morning stiffness	4.384100649655963e-05	0.14593785
Talocalcaneal synostosis	Pulmonary thromboembolism	3.993272169545075e-05	0.24758458
Diffuse leukoencephalopathy	Social and occupational deterioration	0.0707656380397445	0.26892078
Episodic hypertension	Continuous spike and waves during slow sleep	4.63062709617351e-05	0.16468006
Intellectual disability, moderate	Antalgic gait	0.2821870808209777	0.13707888
Elbow ankylosis	Medial calcification of large arteries	0.0903310147607085	0.2405332
Increased blood urea nitrogen	Progressive inspiratory stridor	4.63062709617351e-05	0.22508803
Increased serum serotonin	Sensory axonal neuropathy	5.673682853367021e-05	0.23003247
Optic disc coloboma	Amyloidosis of peripheral nerves	0.0001195352998864	0.23203686
Humeral pseudarthrosis	Congenital aphakia	7.98654433909015e-05	0.22178861
Exercise-induced hemolysis	Horizontal pendular nystagmus	4.384100649655963e-05	0.12268552
Protracted diarrhea	Hypoplasia of the ciliary body	4.2520165072717376e-05	0.14357698
Mitral regurgitation	Metacarpophalangeal joint contracture	5.5653938930398895e-05	0.24207951
Large basal ganglia	Dilatation of the sinus of Valsalva	4.1527089114850486e-05	0.21506846
Delayed femoral head ossification	Low levels of vitamin D	4.577027209409902e-05	0.27349797
Eruptive xanthomas	Chorioretinal dysplasia	4.63062709617351e-05	0.24640745
Absence of lymph node germinal center	Areas of hypopigmentation and hyperpigmentation that do not follow Blaschko lines	4.384100649655963e-05	0.19984841
Hamartomatous stomach polyps	Gastric adenocarcinoma	0.7279506561799718	0.58571887
Inflammatory myopathy	Myofiber disarray	4.818212141725109e-05	0.5370008
Preaxial hand polydactyly	Prominent calcaneus	0.2187649222327592	0.283219
Chronic lymphocytic meningitis	Abdominal situs ambiguus	4.2520165072717376e-05	0.09166532
Polydipsia	Generalized morning stiffness	4.8726132196001617e-05	0.2727489
Juvenile gastrointestinal polyposis	2:1 atrioventricular block	4.1527089114850486e-05	0.18262143
Palmoplantar hyperhidrosis	Urethral diverticulum	4.6048912897620735e-05	-0.029043892
Mitochondrial malic enzyme reduced	Olivopontocerebellar hypoplasia	4.63062709617351e-05	0.2449764
Nonarteritic anterior ischemic optic neuropathy	No social interaction	4.433252921306609e-05	0.13402554
Cerebellar cortical atrophy	Bilateral renal atrophy	4.1527089114850486e-05	0.40779722
Decreased HDL cholesterol concentration	Spontaneous neonatal pneumothorax	5.08325315417379e-05	0.123150095
Papilledema	Horizontal sacrum	5.164509580017892e-05	0.1642778
Facial grimacing	Abnormal upper motor neuron morphology	5.18262354732069e-05	0.17628422
Urinary urgency	Hashimoto thyroiditis	6.093515458870107e-05	0.07343841
Subcortical white matter calcifications	Prolactinoma	0.1406178864135454	0.15549515
Muscle fiber splitting	Astasia	0.0001163987584792	-0.09398764
Violent behavior	Hip joint hypermobility	8.650813128311028e-05	0.16540445
Photosensitive tonic-clonic seizure	Generalized ichthyosis	4.513091349926087e-05	0.20426649
Recurrent meningococcal disease	Ganglioneuroblastoma	4.754448578692532e-05	0.18435043
Protein-losing enteropathy	Olivopontocerebellar atrophy	5.460915002756528e-05	0.32605714
Renal phosphate wasting	Avascular necrosis of the capital femoral epiphysis	5.595899601954029e-05	0.3096302
Generalized neonatal hypotonia	Impaired temperature sensation	5.2731814525986136e-05	0.33225495
Split hand	Increased level of propylene glycol in blood	5.1884974814677736e-05	0.10329984
Neurogenic bladder	Normochromic anemia	5.5574733297619966e-05	0.2391926
Square face	Protruding ear	6.617911529358709e-05	0.21905011
Short neck	Central posterior corneal opacity	5.801762899912272e-05	0.08231876
Hyperprolinemia	Decreased male libido	0.0001072135125263	0.05656538
Hypoplasia of lymphatic vessels	Reduced hematocrit	4.433252921306609e-05	0.34000197
Gait imbalance	Midgut malrotation	4.818212141725109e-05	0.15347013
Congenital pyloric atresia	Total intestinal aganglionosis	0.3225704940509942	0.34944323
Mitral regurgitation	Renal Fanconi syndrome	6.232364607488617e-05	0.17252505
Intestinal pseudo-obstruction	Mandibular osteomyelitis	4.818212141725109e-05	0.26701918
Radially deviated wrists	Plantar pits	0.1285598012110734	0.25561005
Papillary thyroid carcinoma	Spasmus nutans	4.5130913499260864e-05	0.11340819
Osteosarcoma	Rectal abscess	5.310200520062155e-05	0.27658278
Proximal tibial and fibular fusion	Progressive ophthalmoplegia	8.650813128311028e-05	0.12914488
Bulbous nose	Increased red cell osmotic fragility	6.579650375838954e-05	0.16910067
Right ventricular failure	Cortical tubers	4.433252921306609e-05	0.24824747
Congenital hypothyroidism	Premature coronary artery atherosclerosis	5.58340931217808e-05	0.32729042
Mandibular condyle aplasia	Pyoderma gangrenosum	4.577027209409902e-05	0.104045175
Stomatocytosis	Unicornuate uterus	4.803278487698834e-05	0.063724056
Delayed CNS myelination	Colon perforation	5.53013701226942e-05	0.26200783
Facial hypotonia	Central core regions in muscle fibers	0.2409184958817701	0.077389285
Keratoglobus	Distal joint laxity	4.697961363490384e-05	0.0538598
Renal cortical adenoma	Ankyloglossia	4.697961363490384e-05	0.08996734
Glomerular subendothelial electron-dense deposits	Iliac arterial calcification	3.993272169545075e-05	0.35971522
Orthostatic hypotension due to autonomic dysfunction	EEG with occipital slowing	0.0651148122050277	0.23232916
Long neck	Delayed CNS myelination	6.651146853433728e-05	0.1489818
Transient ischemic attack	Morbilliform rash	4.6048912897620735e-05	0.12391284
Impaired ocular abduction	Decreased beta-mannosidase activity	4.325406564155514e-05	0.28687036
Shoulder flexion contracture	Glucagonoma	4.5130913499260864e-05	0.086194515
Anterior tibial bowing	Streak ovary	4.952414116553883e-05	0.18664017
Central diabetes insipidus	Elevated creatine kinase after exercise	9.964387059618608e-05	0.17407362
Progressive hyperpigmentation	Palmoplantar scaling skin	0.1715055747595724	0.50631773
Bruising susceptibility	Delayed ability to walk	8.99171949347374e-05	0.08616324
Fatal liver failure in infancy	Congenital horizontal nystagmus	3.993272169545075e-05	0.1649314
Episodic respiratory distress	Femoral hernia	8.650813128311028e-05	0.26533625
Cerebral edema	Decreased circulating GABA concentration	0.1616855678467876	0.13776687
Increased serum serotonin	Peripheral visual field loss	5.476811755106633e-05	-0.021329723
Coxa magna	Loss of facial expression	4.1527089114850486e-05	-0.013971504
Myocardial necrosis	Mitral atresia	0.2448729198525263	0.21406062
Small foramen magnum	Cerebral vasculitis	4.9202003447767416e-05	0.08430597
Prominent nipples	Hypertrophic auricular cartilage	4.1527089114850486e-05	0.24652126
Decreased T cell activation	Laryngeal hypoplasia	5.035839919835104e-05	0.20835683
Angina pectoris	Severe demyelination of the white matter	4.6048912897620735e-05	0.098387346
Natal tooth	Nonprogressive cerebellar ataxia	5.344453059754979e-05	0.17802548
Progressive pes cavus	Giant neutrophil granules	3.993272169545075e-05	0.13317882
Valgus hand deformity	Decreased circulating free T4 concentration	4.384100649655963e-05	0.17870346
Renotubular dysgenesis	Arterial intimal fibrosis	3.993272169545075e-05	0.25574434
Gastrointestinal telangiectasia	Enlargement of the ankles	4.63062709617351e-05	0.095990345
Subarachnoid hemorrhage	Exercise-induced hemolysis	0.2426219424387231	0.24981013
Zollinger-Ellison syndrome	Lower limb dysmetria	8.650813128311028e-05	0.14123793
Increased hematocrit	Weakness of the intrinsic hand muscles	4.982193529809304e-05	0.06549839
Increased hepatic glycogen content	4-layered lissencephaly	4.475678658742209e-05	0.04371062
Fixed elbow flexion	Cervix cancer	7.98654433909015e-05	0.09017087
Giant somatosensory evoked potentials	EMG: chronic denervation signs	4.982193529809304e-05	0.22629714
